summary,sentiment,label
"The Japanese have a different way of thinking. They believe that discipline is the key to success, not intelligence. They dispel the myths about Japan in Latin America and want to change the progressive mindset. People often ask if they eat rats, but that is not true. Japanese have a strong work ethic and are responsible for inventions like cars, motorcycles, and computers. Discipline and honoring time are important to them. They believe that being disciplined leads to success, not just being intelligent. We should learn from their discipline to achieve success.",3.0,negative
"I want to thank the organizers and everyone involved in this tribute. It has been a beautiful and moving event. I also want to express gratitude to the national senators, the authorities of the Nation's Senate, the armed forces, the war veterans and their families, the associations that support them, and the general public. These past 42 years have been difficult, with Argentina forgetting and being indifferent towards these men. I would also like to thank President Javier Milei, who gave me the opportunity to be his running mate. Today, in the Nation's Senate, we want to start a new era where the heroes of our nation, both living and deceased, are acknowledged. The Malvinas cause is an important one that unites all Argentines, regardless of their beliefs or social status. It is time for Argentina to rise and regain respect for our armed forces and the heroes of the Malvinas. We must work together to lift Argentina out of its current situation. Each of us is here to be unique and to proudly defend our homeland. Argentina will once again shine as a beacon in South America. We must commit ourselves to fighting for a better Argentina, just as the Argentine flag waved on April 2, 1982, in the face of the English invader. Every day should be a reminder of the sacrifices made by our heroes and our ongoing fight for sovereignty. Today, the Senate is honored to welcome you, the judges of our homeland, who have shown courage and bravery. As the daughter of a Malvinas veteran, I am eternally grateful to all of you. On behalf of the Senate, the Argentine people, and the provinces, thank you for your dedication to Argentina.",7.0,positive
"We are in a tough moment and this government is firm in protecting citizens and fighting terrorism. We have over 20,000 terrorists that we are at war with. We are implementing a security plan to protect our borders, cars, and exports. We are receiving international assistance and cutting expenses. We are also reforming the judicial system and prioritizing education and opportunities for youth. We aim to solve these problems quickly and create a secure and stable environment for investment. We are cooperating with other countries for extradition and communication with other countries. We are taking measures to combat terrorism, including treating terrorists as military objectives. We are also addressing the economic impact and supporting small businesses.",4.5,negative
"The brain is a complex process involving cognition and emotion. Emotions play a crucial role in learning and memory. Positive emotions, such as curiosity and trust in oneself and others, enhance learning. On the other hand, negative emotions like fear, anxiety, stress, and boredom hinder learning. Envy and competition also impede learning. It is important for teachers to understand and address these emotional states to create a positive learning environment.",5.0,negative
"We are entering a crucial season where the development of countries depends on capital. Latin Americans are striving for success, but we must recognize that the world is becoming divided between the knowledgeable and the ignorant. The technological revolution has brought about a new phenomenon - automation. Agriculture will soon be mechanized, reducing the need for human labor. This can be beneficial if robots work for the comfort of humanity. While humans are workers by nature, we also seek enjoyment and culture. We must evolve alongside technology and strive for a better human quality through culture, knowledge, and setting a good example.",7.5,positive
"It's the first time we can share a different front with President Maduro. I applaud Venezuela's return to multilateral spaces. We must address the crisis constructively. The reality is harsh and I see it in Chile with the Venezuelan refugees. The blockade has not helped us. We must unite and find ways to overcome threats to our peoples and territories. Together, as Bolívar knew, we are stronger.",2.0,negative
"Have you ever experienced love? Everyone has their own definition of love, claiming that their way of loving is the only correct way. Love is often described as butterflies in the stomach. My love story began in a city far from home. I only had a short time to meet with her, but ended up finding a parking spot nearby. As I approached, I felt a strange sensation, as if everything around me was suffocating. We greeted each other and quickly hit it off. Despite time constraints, we managed to have a meaningful conversation and share some funny moments. Our connection felt like a door opening to a new world. Sadly, we were soon forced to part ways due to my upcoming flight. She held my hand as we walked to the train station. We shared laughter and moments of pause, not wanting to let go. I knew I had to leave, but the train ride felt like a scene in a movie, where I lost track of time. We hesitated, wanting to stay together, but I had a flight to catch. We both felt the unspoken desire to continue our encounter, but circumstances prevented it. As the train departed, I felt a sense of regret and missed opportunities. I wish I could have taken a chance and invited her to my house, but fear and societal judgment held me back. The doors closed, and I was left with a feeling of foolishness for not pursuing what my heart desired.",5.0,negative
"Democracies are not disabled. This government supports rights and freedom, but also believes in hierarchy and respect. Human rights cannot be used to undermine democracies or extremism. We will not allow terrorism or Nazis in our country. We will defend non-intervention and the freedom of the population. As a united, stronger democracy, we will overcome the challenges we face. We appreciate the support of other countries in recent conflicts. Our priority is to be Ecuador, and we value integration. We will work towards economic and political stability. We have implemented laws and reforms to address poverty and improve various sectors. Our economy has been impacted, but we have taken measures to stabilize it. We need to distribute resources and address social needs. We will continue to work honestly and passionately for the betterment of Ecuador.",3.0,negative
"Today is a special day. I want to thank the jury for giving me my first award. I am grateful to everyone involved in ""Body in Flames"" on Netflix, including the directors, cast, and team. Special thanks to Manuel Morón, my castmate. Thank you for your dedication, guidance, and freedom to portray a complex character. I also want to thank my dream team, Pedro Gará, and Laura Iván, for their support. To my parents, thank you for raising me and nurturing empathy and sensitivity. I am emotional today. Also, I want to dedicate this to my great love, Chínito, for teaching me communication and boundaries. Let's strive for understanding and respect without confrontation. No more wars, let's love and respect each other. Thank you. And to myself, for being hardworking, brave, and nice.",6.0,positive
"Mayor Daley, Mr. Wasilewski, ladies and gentlemen:

I may have sounded different last night, but it was just a joke. There are deep divisions in our country, but my hope is that reason will prevail. I have always tried to find common ground and bring people together. It is a challenge, especially in a restless and uncertain world.

Communication is difficult for a leader, especially with the power of the media. Broadcasters have the ability to shape the nation's dialogue and must use that power responsibly. Television tends to focus on conflict rather than peace and progress. We must strive to find and secure peace in our world.

Last night, I spoke about the prospects for peace in Vietnam and the importance of de-escalation. I hope that my message will be accepted by the leaders of North Vietnam. I also hope that we can see men entering a room to talk about peace, instead of another battle. Divisions in our country must be guarded against, as unity is essential for our strength.

As President, I believe in the integrity and responsibility of the office. The Office of the Presidency must never be compromised or destroyed. The media has a similar responsibility to disseminate the truth and guard against divisiveness. An informed mind is essential to our democracy.

The defense of our media is your responsibility. Government should not intervene, but it is important to guard against hidden intrusions upon the integrity of information. Faithfulness to the public trust is crucial. We cannot remain silent or go along with what is popular, but must do what is necessary and right.

In times of division, there is danger, and eternal vigilance is the price of liberty. Thank you for having me.",8.5,positive
"Ladies and gentlemen, tonight I want to discuss the state of our relations with the rest of the world. The United States has been a leader in promoting security and freedom since World War II. While there have been setbacks, we have made peace a real possibility. Our alliances with Europe, North America, and Japan remain strong. We have also made progress with the Soviet Union and China. We have worked to resolve conflicts and settle disputes in many regions, including the Middle East. Our relations with Latin America and Africa are improving, and we have taken the lead on issues like energy, food, and the environment. However, we have also faced disappointments in our foreign policy. The situation in Vietnam and Cambodia is tragic. We made significant sacrifices in Vietnam, but agreements were violated and our support wavered. The South Vietnamese government is now under threat, and we must decide how to respond. We can either do nothing and abandon them, or provide military and humanitarian assistance. I have received a report that recommends $722 million in military supplies and $250 million in economic and humanitarian aid for South Vietnam. We must act swiftly and decisively. In Cambodia, the situation is also dire. The Cambodian people have fought on, hoping for our assistance. We must reconsider our actions and provide the help they need. Our relationships with Turkey, Japan, and other countries are of vital importance. We must lift the arms embargo on Turkey and provide assistance to Greece. We also have a role to play in the Middle East, where tensions threaten stability. We are committed to seeking peace and will continue our efforts. As the world changes, we face new challenges. We must address hunger, develop new institutions for prosperity, protect the oceans and the environment, and reconcile the interests of developed and developing nations. Our leadership in these areas is crucial. We also need to reexamine our use of trade sanctions to achieve political goals. Our relations with the Soviet Union and China are complex, but we must continue to engage with them. We are working towards a strategic arms agreement with the Soviets and will visit China to strengthen our relations. In all of these endeavors, our defense posture is crucial. We must maintain our strength and credibility. I have submitted a national security budget that I believe is necessary for our peace and security. History is testing us, and we must demonstrate wisdom, unity, and resolve. We must keep America's word and have one foreign policy. Together, we can face the challenges ahead with confidence and compassion. Thank you.",5.0,negative
"To Congress:
I address you today regarding the crisis between the United States and Spain over the ongoing warfare in Cuba. This conflict has caused great harm to the United States, including economic losses and the loss of American lives. The revolution in Cuba is just the latest in a series of uprisings against Spanish rule, which have caused significant problems for the United States in the past. The current revolution has resulted in the destruction of the Cuban economy, the loss of many lives due to hunger and disease, and the suffering of the Cuban people. The United States has tried to mediate and bring about peace, but these efforts have been unsuccessful. The situation in Cuba has become a threat to our own peace and stability, as well as to our economic and national security interests. I believe it is necessary for the United States to intervene in order to bring an end to the war and establish a stable government in Cuba that can maintain peace, security, and order. I ask Congress to authorize and empower me to take the necessary measures to achieve these goals. Additionally, I recommend that we continue to provide humanitarian aid to the starving people of Cuba. The responsibility now lies with Congress, and I trust that you will carefully consider the gravity of the situation and take appropriate action.",4.0,negative
"At 7 o'clock this evening, the US launched strikes against terrorist facilities and military assets in support of Mu'ammar Qadhafi. The attacks were carefully targeted to minimize casualties. Our forces have succeeded in their mission. I previously warned Qadhafi that his regime would be held accountable for terrorist attacks against Americans. The evidence is conclusive that the bombing in Berlin was planned and executed by the Libyan regime. We have solid evidence of other planned attacks. Qadhafi's record of subversion and aggression is well documented. We have the gratitude of the American people and must unite to combat evil. Ignoring Qadhafi is not the answer. Self-defense is our duty and tonight's mission is consistent with the UN Charter. This action will diminish Qadhafi's ability to export terror and incentivize him to change his behavior. We consulted with Congress and salute the skill of our Armed Forces. Terrorism will not be tolerated and we will act to ensure there is no sanctuary for terrorists. Thank you and God bless.",6.0,positive
"The President protests against the resolution of the Senate, which accuses him of assuming power not granted by the Constitution. He argues that he has the authority to appoint, control, and remove executive officers, including the Secretary of the Treasury. He also disputes the Senate's right to interfere in executive powers and warns of the dangerous consequences if their actions are not checked. The President references the support he has received from state legislatures, which have approved of his actions and expressed their concerns about the Bank of the United States. He concludes by asserting his commitment to the Constitution and his desire to preserve American liberty.",5.0,negative
"Thank you all for being here. I want to recognize the leadership of Senator Bill Nelson and NASA Administrator Charlie Bolden, as well as Dr. Buzz Aldrin. We are in the presence of great visionaries and experts in space exploration. Our space program has come a long way since the days of the Soviet Union's Sputnik, and we have achieved incredible advancements in technology and exploration. I am committed to continuing to support NASA and its mission. We will increase NASA's budget by $6 billion over the next five years to ramp up exploration and research. Our focus will be on robotic exploration, improved Earth-based observation, extending the International Space Station's life, and investing in breakthrough technologies. We will also work with private companies to make space travel more accessible and affordable. Our goal is to reach new frontiers and inspire wonder in future generations. We are not giving up our leadership in space; we are adapting to a changing world and embracing new possibilities. We will continue to set ambitious goals and work towards them. We will explore deeper into the universe, send astronauts to asteroids for the first time, and eventually reach Mars. It will require breakthrough technologies and innovative solutions, but I have no doubt that we will achieve these goals. Some may question why we should spend money on space exploration when there are pressing issues on Earth. But the benefits of the space program are immeasurable. It has fueled jobs and industries, improved our lives, and advanced our society. We can and must address the challenges we face on Earth, but we should never neglect our quest for discovery and exploration. The space program is an essential part of who we are as Americans. So let us continue to push the boundaries of what is possible and strengthen our leadership in space. Thank you all and God bless the United States of America.",6.0,positive
"THE PRESIDENT: Thank you for being here today. We are making progress in the fight against the coronavirus. New cases are declining in certain areas, and we have passed the peak nationwide. We are now focusing on finalizing guidelines for reopening the country, which will be announced soon. We have made advancements in testing, and we have authorized multiple coronavirus tests. We have also made significant strides in medical supplies and have distributed millions of masks, gloves, and gowns. We have ramped up production of ventilators and are helping other countries with their needs. We are developing therapies and working towards a safe vaccine. We are also working on getting key positions in federal agencies approved. We are in constant communication with governors and businesses to discuss reopening plans. We are committed to finding a balance between reopening the economy and keeping people safe. We are closely monitoring the situation and making decisions based on the data. Thank you all for your hard work. Tomorrow will be a big day of announcements.",5.0,negative
"Mr. Speaker, Mr. President, Members of the Congress,

I stand before you today with a heavy heart, mourning the loss of President Franklin Delano Roosevelt. In this crucial time, silence may be misunderstood by our enemies, so we must carry on.

The world has lost a champion of justice and freedom, and we must not let his passing halt our fight for victory. America is looked upon for leadership, which we can only provide as a united nation devoted to the highest ideals.

I call upon all Americans to help me in defending these ideals. I assure you, I will support and defend them with all my strength and heart.

Germany and Japan must know that America will not falter in the fight for freedom until all resistance is eliminated. We are aware that much tough fighting lies ahead, but we will not settle for partial victory.

We demand unconditional surrender from our enemies. We will not negotiate with those who have disrupted the peace.

We understand the need for justice, and we are committed to punishing the war criminals. We will pursue them to the ends of the earth.

Lasting peace can only be achieved through law and justice. We have made progress in creating a democratic society, and we will continue to improve the lives of the common people.

We will face challenges with courage and not fear the future. At home, Americans will remain resolute in preserving our way of life.

Together with our allies, we are paying a high price for freedom. The liberation of nations is ongoing, and we pray for a swift victory.

The grand strategy of the United Nations' war has been determined, and I assure you it will remain unchanged and unhampered.

The sacrifice of our brave servicemen and women is immeasurable, and we are eternally grateful. We will never forget their sacrifices.

Creating an international organization is vital for preserving peace. We must have faith and work with other nations to maintain peace under law.

We depend on the support of our own people. Every individual must do their part in building a strong and lasting United Nations Organization.

To prevent future wars, nations must be united in their commitment to peace. The responsibility rests on all states, large and small, to refrain from using force except in defense of law.

America must strive to be a force for good and continue to lead the world to peace and prosperity.

As I take on my duties, I pray for an understanding heart to lead this great nation.

I ask to be a faithful servant of my Lord and the American people.

Thank you.",8.75,positive
"In spring 1953, the world seeks a just peace for all. However, the hope for peace since 1945 has wavered, as fear has spread. The United States and free nations believe in peace through cooperation, while the Soviet Union believes in power dominance. This has led to a world divided. The United States is committed to principles such as protecting people's rights and not dictating to other nations. It believes a lasting peace must be based on just relations. The Soviet Union's approach has caused the world to fear and arm itself. The world needs a turning point, as the worst outcome is atomic war and the best is a life filled with fear and armament. Every weapon created takes away from the needs of the people. The United States is ready to work towards peace through disarmament, and calls upon the Soviet Union to act sincerely and peacefully. The United States is willing to assist in aid and reconstruction efforts, and hopes to make the United Nations an effective institution for maintaining peace and security. The Soviet Union's response will determine the course of peace. The world must not be deceived by mere words, but by actions. The Soviet Union must use its influence to bring peace in Korea and Asia, allow nations to choose their own governments, and participate in serious disarmament proposals. If not, their concern for peace will be questioned. The United States proposes these measures because it believes peace is what all people desire and that men were meant to enjoy the fruits of their labor. The goal is to lift the burden of arms and fear and create a golden age of freedom and peace.",8.0,positive
"President: I am here today for a scheduled press conference. I had to cancel a meeting with tourists. Thank you to the American Society of Newspaper Editors for being here. Our national economy is doing well. GDP rose to $608 billion in the first quarter of 1964. Personal income also increased. We are making progress in reducing unemployment. Labor and business have gained in jobs and income. Prices in the US are stable. Business does not need higher prices. I believe in responsible business and labor. We are negotiating the railroad strike. There have been fewer strikes in recent years. We are establishing the Presidential Scholars program. Two scholars will be chosen from each state. We are also exploring the possibility of constructing a sea-level canal connecting the Atlantic and Pacific Oceans. We are working on increasing trade with the Soviet Union. We need to pass important legislation including the civil rights bill, food stamp plan, pay bill, Medicare bill, and poverty bill. I am concerned about independent electors in the Southern states. I will not interfere in primaries.",6.0,positive
"Gentlemen, I am overwhelmed by the recent sad event. I feel unfit for the important duties thrust upon me. As for my administration's policy, it will develop over time through actions. The past guarantees the future, as my actions against rebellion reflect my dedication to free government. I have strived to improve the conditions of the American people, advocating for their rights. I believe the government will triumph and establish lasting principles. In conclusion, I seek your support in navigating these perils for the rights of the people.",7.5,positive
"Fellow-countrymen, as our beloved country enters this war for democracy and human rights, we face numerous challenges that demand immediate attention. Our navy and army alone are not enough to fulfill this great task. We must provide ample food for ourselves, our allies, and our own people. Our shipyards must produce ships to transport essential supplies. Our industries must become more efficient and productive. Farmers, especially in the South, should prioritize food crops. The government will coordinate and assist with resources and trade. Middlemen must prioritize service over profit. Railways, merchants, shipbuilders, miners, manufacturers, and employees all have vital roles to play. Every person can contribute by creating gardens and practicing economic living. This is an opportunity for our country to demonstrate its efficiency and solidarity. Let this message reach as many people as possible through widespread publication and repetition. This is a time for unity and service.",8.0,positive
"I am returning Senate bill No. 172, ""An act fixing the salary of the President,"" without my approval. The salary of $25,000 per year is too low considering the responsibilities and dignity of the position. The current salary of Congressmen is also insufficient. I believe public servants deserve fair compensation. This bill does not meet the wishes of the majority who indirectly pay government expenses.",6.5,positive
"I am sending the circular invitation to all independent countries of North and South America to attend a congress in Washington on November 22nd to discuss ways to prevent war between American nations. Despite existing differences between some South American republics, I hoped they would be resolved by the congress. However, these differences remain. The President has the power to convene the congress and initiate peace treaties with other nations. The congress would only be effective if its conclusions resulted in a peace treaty. There are concerns that the existing treaty rights of the United States may be affected by the opinions expressed at the congress. I am seeking Congress's opinion on convening the congress. The United States has consistently worked towards peace in the Americas and offers its good offices as a mediator. The growing trend in Central and South America towards arbitration over warfare is encouraging. The President believes it is time to propose a congress to prevent war on the American continent. The congress should focus on preventing war between nations and avoid settling current disputes. The President invites all independent countries of the Americas to attend the congress in Washington on November 24, 1882. The United States does not intend to be seen as the protector or arbitrator of its neighbors. It will approach proposed solutions with equal footing and aims to conciliate conflicting interests. Two commissioners will represent each country at the congress. I request that you present this invitation to the Minister of Foreign Relations of Mexico and request a prompt response.",7.5,positive
"Tonight, I want to address an unprecedented problem that our country will face. The energy crisis is escalating and will worsen throughout the century. To secure a better future for our children, we must balance energy demand with our dwindling resources.

I will present my energy proposals to Congress in two days. Some of these solutions may be unpopular and require sacrifices. However, the alternative is a national catastrophe that will weaken our nation.

We are running out of oil and natural gas, our main sources of energy. Domestic production is decreasing, and imports have doubled in the past five years. Without changes, the world will demand more oil than it can produce by the 1980s.

Our energy problem stems from wasteful consumption. We use twice as much energy per person as other countries, despite having a similar standard of living. We must conserve energy, shift to coal, and explore renewable sources like solar power.

Inaction will lead to economic, social, and political crises. We will become vulnerable to embargoes, lose jobs, and compete fiercely for oil. To avoid this, we must act now.

Our energy plan is based on ten principles. The government must take responsibility, and the people must understand the importance of conservation. Economic growth should continue, but we must protect the environment and reduce vulnerability to embargoes. Sacrifices must be shared equally, and prices should reflect true costs.

Conservation is our main focus, as it is the quickest and cheapest way to access energy. We must also develop new energy sources for the future.

Our specific goals for 1985 include reducing energy demand growth, cutting gasoline consumption, decreasing oil imports, establishing a strategic petroleum reserve, increasing coal production, insulating homes, and promoting solar energy.

We will reassess and implement additional conservation measures if necessary. This plan will not be easy or popular, but it is essential for our jobs, environment, and standard of living. Each individual and community must contribute to its success.

We should embrace this challenge with our American spirit. Our efficiency, ingenuity, and leadership will guide us through. This plan sets a positive example for the world and secures a brighter future for our children.

Though not everyone will agree with every detail, we must remain focused on the greater good. Sacrifices will be required but will be fair. Special interest groups will resist, but we must prioritize the country's well-being.

Let us come together with patriotism and courage to lead the world into a peaceful, independent, and free age. Thank you, and good night.",7.0,positive
"Gentlemen:
I feel mixed emotions as the delegates of the Conference of American States say their goodbyes. I share the United States' regret in parting with delegates from other countries, yet I am pleased with the successful conclusion of your work. The differences of opinion have been skillfully resolved, ensuring peace among the represented American States. We hope that no hostility will arise among us. The recent presentation of our small army was not to boast, but to reassure that our security lies in our people and they are protected. We are delighted that you appreciate the organization of our country and we look forward to learning from you as well. In closing, I commend the Conference for their friendly intentions towards our Government and bid each and every one of you a heartfelt farewell.",7.0,positive
"Gentlemen of Congress:

I must inform you that a situation has arisen in foreign relations that requires immediate attention. In February 1915, the Imperial German Government announced its intention to treat the waters surrounding Great Britain and Ireland as part of the war zone and destroy any enemy merchant ships found there. The United States government protested this policy, arguing that it violated international law and put neutral ships and individuals at risk. Despite this protest, the German government continued their submarine attacks, targeting ships of all nationalities without warning. The United States government has become increasingly concerned about the loss of American lives and the disregard for international law and humanity. After much patience and consideration, it is now clear that the German government cannot control or limit the actions of their submarine commanders. Therefore, the United States government is left with no choice but to sever diplomatic relations with Germany unless they immediately change their methods of warfare. This decision has been reached with great regret, but it is necessary to protect the rights of humanity and neutrals. The United States government hopes that Germany will recognize the justice of these demands and respond accordingly.",5.0,negative
"President Andrew Johnson declares an end to the insurrection in several states of the United States and emphasizes the importance of political equality and maintaining the Constitution. He affirms that military power should only be used when necessary and that the American people are committed to the unity of the nation. This proclamation is made on April 2, 1866.",4.5,negative
"I have called Congress into session to address urgent policy choices regarding the sinking of vessels by German submarines. Germany had previously shown some restraint, but their new policy disregards all humanity. They are sinking all kinds of vessels without warning, including hospital ships and relief vessels. This submarine warfare is a threat to all nations. Each nation must choose how they will respond. We cannot choose submission. We will declare war on Germany and take steps to defend ourselves and bring the German Empire to an end. This will involve cooperating with other nations, supplying them with materials, and increasing our military forces. We must protect our people while avoiding inflation caused by massive loans. This war is necessary to secure peace and justice in the world. Germany's autocracy cannot be trusted. We have no quarrel with the German people, but their government has acted against us. We fight for the freedom of all nations. We will conduct ourselves with fairness and uphold our principles. We have not yet discussed our relations with Austria-Hungary. We are friends with the German people who live among us, but any disloyalty will be dealt with firmly. It is a difficult duty to lead our nation into war, but we fight for democracy, the rights of small nations, and a world at peace. We will dedicate everything to this task.",5.5,positive
"Text: Gentlemen of the Congress: A situation has arisen in our dealings with General Victoriano Huerta in Mexico City that calls for action. On April 9th, a paymaster of the U.S.S. Dolphin was arrested by an officer and squad of men of General Huerta's army while loading supplies onto a boat. Two of the men were taken from the boat, which was flying the flag of the United States. The paymaster and his men were released with apologies, but this incident was not an isolated case. Other incidents have occurred that show disregard for the United States and its representatives. These actions could lead to armed conflict if not addressed. General Huerta has refused to salute the flag of the United States, and I am seeking your support in dealing with this situation. Our aim is not to control Mexico, but to ensure our rights and dignity are respected. I am asking for your approval to use the armed forces if necessary to obtain recognition from General Huerta and his followers. Our intention is not aggression or personal gain, but to uphold the influence and authority of the United States for the benefit of liberty.",6.8,positive
"Mr. Catledge, members of the American Society of Newspaper Editors, ladies and gentlemen: As President, I believe it is our duty to present the facts with candor and perspective. Today, I want to briefly address the recent events in Cuba.

The situation in Cuba has worsened, and we have made it clear that we stand with the Cuban patriots against the Cuban dictatorship. While we cannot intervene unilaterally, we will not tolerate outside Communist penetration in this Hemisphere. We will not be lectured on ""intervention"" by those who caused bloodshed in Budapest.

Cuba's struggle for freedom is not isolated. Totalitarianism and Communist tanks have threatened the independence of many nations. The Cuban people have not given up, and together with their Revolutionary Council, they will fight for a free and independent Cuba.

We reject Mr. Castro's attempts to blame this nation for the hatred resulting from his repression. However, we must learn from this sobering episode. We cannot underestimate the forces of communism, and we must address the menace of external Communist intervention in Cuba.

We face a relentless struggle that goes beyond armies and nuclear weapons. Subversion and infiltration are used to advance Communist agendas. We must be aware of this insidious nature and adapt our tactics to combat it. This struggle is happening every day, in villages, markets, and classrooms worldwide.

The messages from Cuba, Laos, and other communist voices in Asia and Latin America are the same: complacent and soft societies will be swept away. We must be strong, industrious, determined, courageous, and visionary to survive.

Our security is at risk, and we must reassess our forces and institutions. We need to prioritize a struggle that is more difficult than war, where disappointment may accompany us. We have the necessary resources, skills, and belief in freedom to succeed. I am determined to ensure the survival and success of our system, regardless of the cost or peril.",4.0,negative
"A strong and sound Federal tax system is crucial to America's future. It is necessary for defense, leadership, public services, and economic growth. The tax system must be fair and encourage efficient use of resources. It should also promote economic stability and stimulate economic growth. Tax policy plays a significant role in achieving these goals. The tax system needs to be updated and reformed to maintain equity and meet changing needs. The elimination of certain defects and inequities will provide revenue gains to offset tax reductions offered to stimulate the economy. These proposals should be considered as a unit. A comprehensive tax reform program should be developed to provide a broader and more uniform tax base and an appropriate rate structure. It is important to incentivize modernization and expansion of private plant and equipment to compete in the global market. Tax treatment of foreign income should be addressed to eliminate tax deferral privileges in developed countries and tax havens. Tax administration should be improved by implementing taxpayer account numbers, increasing audit coverage, and addressing inventory reporting. Current tax rates for corporations and excise taxes should be extended to prevent revenue loss. Aviation fuel taxes should be implemented to recover costs of operating the airways system. The recommended legislation offers a first step towards broader tax reform, with further proposals to come in the future.",7.0,positive
"Paul Miller and fellow Americans,

I am honored to speak before this distinguished audience today. As we gather here, we must acknowledge that the world has changed significantly since the days of General Washington. America has grown into a great power, and we are dedicated to protecting our nation, preserving our liberty, and pursuing the happiness of our people.

Our foreign policy is rooted in tested principles. We have built a strong military to deter aggression and resisted Communist efforts to expand their dominion. We stand with our allies, support the independence of developing countries, and pursue every opportunity for a lasting peace.

In today's shifting world, we must remain vigilant and adaptable. We cannot mistake day-to-day changes for fundamental shifts in history. It takes courage and resolution to maintain a policy that has been tested over time.

Our relationship with the Soviet Union is crucial for peace. We seek peace and hope the pursuit of it is in the interests of the Soviet Union as well. We are open to discussions and agreements that lessen the chance of war without compromising our interests or our ability to defend ourselves.

To reduce tension and maintain our strength, I have ordered a substantial reduction in uranium production. While this is not disarmament or a declaration of peace, it is a step forward in reducing the fear of war.

We remain committed to our Atlantic partnership and support a more unified Europe. We are working towards a strong and prosperous Europe that benefits both our nations. We also continue to aid Eastern Europe, supporting their independence and easing their challenges.

In Latin America, we are committed to the Alliance for Progress and democratic political forces. We isolate Communist-controlled Cuba and work towards a better future for the region.

In the far East, we will not weaken in our commitment to prevent armed conquest. We oppose aggression and support the independence of Asian nations. In Vietnam and Laos, we seek a peaceful resolution and support the reestablishment of orderly governments.

Our concern extends to the new nations of Africa and Asia. We welcome their emergence and are committed to economic progress and independence. We recognize the need for stable prices and broader trade opportunities.

As we enter an election year, let us remember that unity based on hope is stronger than unity based on fear. Responsible discussion and opposition should focus on principles rather than mere dissent. Partisan politics must yield to national need.

Our involvement in the world is forever. We must continue to work for liberty in the community of nations, just as we have pursued it within our own country. The struggle for peace, freedom, and progress is unending, and we must endure with wisdom and determination, knowing that the name of America resonates around the globe.

Thank you.",5.0,negative
"To the Senate of the United States:
I want to clarify that in my previous message and protest sent to the Senate, I did not intend to deny the legislative department's power and right to create laws regarding the custody, safekeeping, and disposal of the public money and property of the United States. It is important to me that this is understood, as disconnected passages can be misinterpreted. I fully acknowledge the constitutional power of the legislature to determine where the public money and property should be deposited and to make regulations for its handling. The Executive branch does not have any authority over the public property or treasure unless given by law. I also do not have the right to supervise or interfere with individuals in charge of such property, unless their appointment is under the President's or President and Senate's responsibility. I do not want any misconstruction or unfounded opinions to be associated with me, now or in the future, and I want it to be known that I do not claim any power or authority that is not clearly granted to the President by the Constitution and laws. I respectfully ask that this communication be considered part of my previous message and recorded in the Senate's journals.",5.0,negative
"The United States declares their intention to treat Austria, Prussia, Sardinia, Great Britain, and the United Netherlands, as well as France, with fairness and impartiality during their war. Citizens are urged to avoid any actions that may go against this declaration. Those who engage in hostilities or transport contraband items to any of the warring powers may not receive protection from the United States and will face prosecution.",4.5,negative
"I transmit a treaty between the United States and Great Britain for the ratification of the Senate. The treaty aims to establish a commercial alliance with maritime states for the protection of a ship canal through Nicaragua, connecting the Atlantic and Pacific oceans, and ensure the same protection for other interoceanic communications. The treaty does not require funds from the public treasury but provides protection for capitalists constructing canals or railways across the isthmus. It also aims to maintain the independence and sovereignty of Central American republics. The principles of the treaty align with previous sentiments expressed by my predecessors. The Senate should consider amending the treaty to align it with a previous treaty negotiated with Nicaragua. France and Russia are likely to accede to this treaty.",7.0,positive
"To the Senate of the United States: 
I regret that I cannot approve Senate bill No. 617, which aims to fix the amount of United States notes and the circulation of national banks. The bill may increase the paper circulation, but it departs from true financial principles and ignores our obligations to creditors. In my past messages to Congress, I have emphasized the need for a gradual return to specie payments and a stop to currency fluctuations. The House of Representatives and the Forty-first Congress have also expressed support for this goal. The act of 1869 pledges the government's commitment to paying its obligations in coin. The amount of United States notes in circulation was reduced, and the remaining amount is considered a reserve. To pave the way for free banking and the redemption of notes in coin, the government should increase revenues and retain a surplus in gold. I believe that paper money can only hold value when it can be converted into coin. If we want to increase the supply of gold, the government must hoard through the means mentioned. Although there may be claims of an unequal distribution of banking capital, there are still unallocated bank-note circulations available. We should address the question of ""more currency"" once these options are exhausted or when specie payments are fully restored.",4.0,negative
